,Vehicle_ID,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Class,v_Vel,v_Acc,Preceding,Space_Headway,Time_Headway,Location,Relative_Time,Preceding_Vehicle_Class,Rear_to_Front_Space_Headway,v_Class_Name,Vehicle_combination
24597,551,1118849061100,31.18,1158.411,6451926.78,1872593.052,18.1356,3,12.29868,1.362456,546,37.74948,3.07,us-101,1117686042001,Car,33.38068,Heavy Vehicle,Car-Heavy Vehicle
25314,546,1118848153400,18.876,1498.737,6452186.921,1872382.06,4.4196,2,10.668,0.0,579,22.140672,2.08,us-101,1117685134301,Car,18.279872,Car,Car-Car
26869,543,1118849072200,29.398,1686.476,6452325.633,1872247.049,5.0292,2,9.643872,-0.219456,546,16.096488,1.67,us-101,1117686053101,Car,11.727688,Car,Car-Car
27802,546,1118848106600,19.789,695.804,6451581.918,1872909.914,4.4196,2,9.031224,-1.319784,540,17.672304,1.96,us-101,1117685087501,Car,13.176504,Car,Car-Car
29399,556,1118848121200,18.482,860.753,6451706.694,1872802.057,3.6576,2,3.0388560000000004,0.0,546,9.406128,3.09,us-101,1117685102101,Car,5.0373280000000005,Car,Car-Car
29580,546,1118849035700,30.038,424.642,6451377.472,1873080.803,4.8768,2,8.48868,-0.993648,541,11.579352000000002,1.36,us-101,1117686016601,Car,7.007352000000002,Car,Car-Car
30673,546,1118849041700,29.251,568.381,6451484.455,1872984.104,4.8768,2,6.03504,0.048768,541,13.368528,2.22,us-101,1117686022601,Car,8.796528000000002,Car,Car-Car
31581,551,1118849040900,29.852,489.889,6451425.598,1873036.704,18.1356,3,8.028432,0.0,546,19.089624,2.38,us-101,1117686021801,Car,14.720824,Heavy Vehicle,Car-Heavy Vehicle
31671,562,1118847151400,42.246,1892.561,6452498.816,1872078.504,4.8768,2,19.540728,1.335024,546,49.13376,2.51,us-101,1117684132301,Car,44.76496,Car,Car-Car
31987,546,1118848155600,18.216,1575.132,6452244.716,1872332.109,4.4196,2,9.924288,-0.5669280000000001,579,28.419552,2.86,us-101,1117685136501,Car,24.558752,Car,Car-Car
32001,546,1118848112400,18.789,812.718,6451670.429,1872833.538,4.4196,2,4.2672,0.009144,540,16.727424000000003,3.92,us-101,1117685093301,Car,12.231624000000004,Car,Car-Car
32683,556,1118848119500,18.447,842.422,6451692.95,1872814.193,3.6576,2,3.3467040000000003,-0.109728,546,12.396216,3.7,us-101,1117685100401,Car,8.027416,Car,Car-Car
33188,551,1118849047500,31.795,647.086,6451541.426,1872929.741,18.1356,3,7.345680000000001,-1.4569440000000002,546,21.174456,2.88,us-101,1117686028401,Car,16.805656,Heavy Vehicle,Car-Heavy Vehicle
33928,546,1118847136000,40.374,1113.642,6451913.215,1872592.676,3.81,2,16.486632,0.569976,545,22.23516,1.35,us-101,1117684116901,Car,17.40916,Car,Car-Car
33999,546,1118848134000,16.896,966.488,6451787.271,1872733.428,4.4196,2,3.048,0.0,540,16.258032000000004,5.33,us-101,1117685114901,Car,11.762232000000004,Car,Car-Car
38399,546,1118847110900,38.207,65.46,6451141.566,1873308.064,3.81,2,9.259824,1.38684,545,13.542264,1.46,us-101,1117684091801,Car,8.716264,Car,Car-Car
38551,579,1118848140900,13.129,1005.86,6451819.471,1872710.429,1.9812,1,12.37488,0.606552,546,16.67256,1.35,us-101,1117685121801,Car,12.30376,Motorcycle,Car-Motorcycle
38810,556,1118848132000,20.55,905.605,6451738.955,1872770.923,3.6576,2,1.0454640000000002,3.41376,546,12.493752,11.95,us-101,1117685112901,Car,8.124952,Car,Car-Car
39197,556,1118848123600,19.334,879.078,6451719.886,1872789.317,3.6576,2,1.524,0.0,546,9.909048,6.5,us-101,1117685104501,Car,5.540248,Car,Car-Car
42282,546,1118847119600,39.892,337.827,6451332.057,1873109.703,3.81,2,8.891016,1.6855440000000002,545,16.462248,1.85,us-101,1117684100501,Car,11.636247999999998,Car,Car-Car
43155,562,1118847137300,42.654,1001.861,6451827.417,1872664.393,4.8768,2,17.340072000000003,2.548128,546,55.37606400000001,3.19,us-101,1117684118201,Car,51.007264000000006,Car,Car-Car
47199,546,1118848110800,19.229,790.267,6451653.27,1872848.017,4.4196,2,4.447032,-0.8260080000000001,540,15.669768,3.52,us-101,1117685091701,Car,11.173968,Car,Car-Car
47847,546,1118848160000,18.211,1704.123,6452341.886,1872247.514,4.4196,2,7.62,0.0,525,29.151072000000003,3.83,us-101,1117685140901,Car,23.283672000000003,Car,Car-Car
51055,546,1118849049400,30.21,785.613,6451646.663,1872839.205,4.8768,2,11.195304,0.978408,541,18.047208,1.61,us-101,1117686030301,Car,13.475208000000002,Car,Car-Car
53208,546,1118848154200,18.821,1526.736,6452207.983,1872363.61,4.4196,2,10.671048,0.027432,579,24.9174,2.34,us-101,1117685135101,Car,21.0566,Car,Car-Car
54684,546,1118848182900,17.161,2167.366,6452696.785,1871948.334,4.4196,2,11.484864,0.0,0,0.0,0.0,us-101,1117685163801,,,Car,
57900,556,1118848113600,19.847,767.76,6451635.957,1872862.395,3.6576,2,4.824984000000001,-1.667256,546,18.726912,3.88,us-101,1117685094501,Car,14.358111999999998,Car,Car-Car
61231,562,1118847123800,39.584,399.902,6451378.409,1873066.958,4.8768,2,9.162288,0.469392,546,27.556968,3.01,us-101,1117684104701,Car,23.188168,Car,Car-Car
61355,546,1118847141500,41.691,1425.42,6452147.086,1872386.711,3.81,2,17.836896000000003,0.8290560000000001,545,26.340816,1.48,us-101,1117684122401,Car,21.514816,Car,Car-Car
62704,546,1118849086400,31.696,2131.882,6452664.285,1871955.643,4.8768,2,8.887968,1.700784,0,0.0,0.0,us-101,1117686067301,,,Car,
63691,546,1118849052900,29.204,926.551,6451753.146,1872746.914,4.8768,2,12.192,0.0,541,16.254984,1.33,us-101,1117686033801,Car,11.682984,Car,Car-Car
63979,546,1118849040200,28.223,538.524,6451462.884,1873004.775,4.8768,2,6.092952,0.0,541,11.603736,1.9,us-101,1117686021101,Car,7.031736000000001,Car,Car-Car
64384,546,1118848115600,17.689,850.61,6451699.597,1872809.356,4.4196,2,3.1394400000000005,0.027432,540,15.992856,5.09,us-101,1117685096501,Car,11.497056,Car,Car-Car
65009,546,1118848164000,17.375,1785.292,6452403.459,1872194.074,4.4196,2,4.410456000000001,-1.914144,525,19.235928,4.36,us-101,1117685144901,Car,13.368528,Car,Car-Car
65083,546,1118847116500,39.345,249.814,6451269.147,1873171.266,3.81,2,8.988552,0.542544,545,13.13688,1.46,us-101,1117684097401,Car,8.310880000000001,Car,Car-Car
66501,546,1118849055600,29.463,1035.237,6451835.068,1872675.223,4.8768,2,12.685776,-0.941832,541,16.562832,1.31,us-101,1117686036501,Car,11.990832,Car,Car-Car
66851,556,1118848129600,20.895,904.112,6451737.623,1872771.636,3.6576,2,0.0,0.0,546,7.641336000000001,9999.99,us-101,1117685110501,Car,3.272536000000001,Car,Car-Car
67315,546,1118849053900,29.439,966.377,6451783.115,1872720.422,4.8768,2,12.192,0.0,541,16.3068,1.34,us-101,1117686034801,Car,11.7348,Car,Car-Car
68610,546,1118848156800,18.117,1613.44,6452273.772,1872306.932,4.4196,2,9.826752,0.06096,579,31.113984,3.17,us-101,1117685137701,Car,27.253184,Car,Car-Car
72291,546,1118849078700,30.046,1952.264,6452525.855,1872071.567,4.8768,2,10.40892,0.103632,541,11.07948,1.06,us-101,1117686059601,Car,6.50748,Car,Car-Car
73072,546,1118849071100,29.682,1700.794,6452335.857,1872237.515,4.8768,2,10.664952,0.0,541,16.450056,1.54,us-101,1117686052001,Car,11.878056,Car,Car-Car
75513,556,1118848131200,20.897,905.127,6451738.373,1872770.973,3.6576,2,0.0,0.0,546,10.198608,9999.99,us-101,1117685112101,Car,5.829808,Car,Car-Car
78037,546,1118849068000,29.722,1587.047,6452250.388,1872311.843,4.8768,2,12.127992,1.3716000000000002,541,14.95044,1.23,us-101,1117686048901,Car,10.37844,Car,Car-Car
79086,546,1118848180100,17.545,2067.534,6452618.427,1872010.716,4.4196,2,9.442704,3.41376,525,27.931872,2.96,us-101,1117685161001,Car,22.064472,Car,Car-Car
79539,556,1118848135800,18.599,939.447,6451765.702,1872749.993,3.6576,2,3.30708,-0.478536,546,13.984224,4.23,us-101,1117685116701,Car,9.615424,Car,Car-Car
79814,556,1118848173900,17.843,1854.387,6452455.391,1872148.679,3.6576,2,6.096,0.0,546,18.647664,3.06,us-101,1117685154801,Car,14.278864000000002,Car,Car-Car
81238,543,1118849077200,28.628,1836.339,6452438.894,1872148.748,5.0292,2,9.299448000000002,-0.451104,546,19.952208,2.15,us-101,1117686058101,Car,15.583408,Car,Car-Car
84870,546,1118847111200,38.159,74.8,6451147.87,1873301.12,3.81,2,9.537192,-0.341376,545,13.898880000000002,1.46,us-101,1117684092101,Car,9.07288,Car,Car-Car
85625,546,1118848134200,16.913,968.488,6451788.77,1872732.103,4.4196,2,3.048,0.0,540,16.194024000000002,5.31,us-101,1117685115101,Car,11.698224000000003,Car,Car-Car
85681,556,1118848148000,19.888,1162.952,6451933.481,1872602.191,3.6576,2,9.134856,-0.027432,546,38.00856,4.16,us-101,1117685128901,Car,33.63976,Car,Car-Car
85741,546,1118849040300,28.296,540.522,6451464.325,1873003.389,4.8768,2,6.092952,0.0,541,11.728704,1.92,us-101,1117686021201,Car,7.156704,Car,Car-Car
87470,562,1118847122800,38.941,369.925,6451356.789,1873087.757,4.8768,2,9.140952,0.0,546,24.210264,2.65,us-101,1117684103701,Car,19.841464,Car,Car-Car
89150,579,1118848140700,13.062,997.766,6451813.402,1872715.794,1.9812,1,12.323064,0.356616,546,18.099024,1.47,us-101,1117685121601,Car,13.730224,Motorcycle,Car-Motorcycle
89445,546,1118848133100,16.821,957.489,6451780.528,1872739.389,4.4196,2,3.048,0.0,540,16.529304,5.42,us-101,1117685114001,Car,12.033504,Car,Car-Car
91611,543,1118849079800,28.893,1914.722,6452497.772,1872097.095,5.0292,2,9.40308,0.057912,546,21.083016,2.24,us-101,1117686060701,Car,16.714216,Car,Car-Car
92609,546,1118847120900,39.562,380.017,6451363.775,1873080.474,3.81,2,10.945368,-0.643128,545,18.949416000000003,1.73,us-101,1117684101801,Car,14.123416000000002,Car,Car-Car
94735,562,1118847130200,43.104,646.138,6451559.484,1872898.585,4.8768,2,13.661136,0.85344,546,49.05756,3.59,us-101,1117684111101,Car,44.68876,Car,Car-Car
95131,546,1118849031800,28.211,293.541,6451283.343,1873173.031,4.8768,2,10.216896000000002,-0.947928,541,14.788896,1.45,us-101,1117686012701,Car,10.216896000000002,Car,Car-Car
95436,546,1118849031700,28.075,290.184,6451281.02,1873175.465,4.8768,2,10.335768,-1.408176,541,14.75232,1.43,us-101,1117686012601,Car,10.180320000000002,Car,Car-Car
95713,546,1118848175400,18.901,1945.903,6452524.011,1872087.745,4.4196,2,6.092952,0.009144,525,21.147024,3.47,us-101,1117685156301,Car,15.279623999999998,Car,Car-Car
96018,546,1118847118600,39.973,310.124,6451312.087,1873128.892,3.81,2,8.110728,0.158496,545,14.3256,1.77,us-101,1117684099501,Car,9.4996,Car,Car-Car
96379,562,1118847114900,37.393,117.949,6451178.041,1873269.359,4.8768,2,10.021824,-0.920496,546,25.325832,2.53,us-101,1117684095801,Car,20.957032,Car,Car-Car
96629,546,1118849042700,29.41,588.19,6451499.114,1872970.782,4.8768,2,6.038088,0.0,541,14.877288000000002,2.46,us-101,1117686023601,Car,10.305288,Car,Car-Car
99777,546,1118849027600,27.251,152.413,6451185.241,1873276.509,4.8768,2,9.241536,0.006096,541,16.111728,1.74,us-101,1117686008501,Car,11.539728,Car,Car-Car
104065,546,1118849086100,31.713,2123.284,6452657.585,1871960.953,4.8768,2,8.723376,0.240792,0,0.0,0.0,us-101,1117686067001,,,Car,
105395,546,1118848130000,16.703,930.569,6451760.277,1872757.29,4.4196,2,1.411224,1.335024,540,15.81912,11.21,us-101,1117685110901,Car,11.32332,Car,Car-Car
106099,551,1118849055000,30.652,917.533,6451745.424,1872751.778,18.1356,3,11.890248,-2.051304,546,28.325064000000005,2.38,us-101,1117686035901,Car,23.956264000000004,Heavy Vehicle,Car-Heavy Vehicle
106336,546,1118848092600,17.367,231.35,6451242.903,1873229.527,4.4196,2,9.7536,-0.042672,540,21.476208,2.2,us-101,1117685073501,Car,16.980408,Car,Car-Car
107457,546,1118848179500,20.967,2052.517,6452604.88,1872017.345,4.4196,2,7.766304000000001,-3.41376,525,26.01468,3.35,us-101,1117685160401,Car,20.14728,Car,Car-Car
108015,556,1118848102600,17.548,492.603,6451431.886,1873047.64,3.6576,2,10.387584,-2.11836,546,25.685496,2.47,us-101,1117685083501,Car,21.316696,Car,Car-Car
109648,546,1118848161200,17.788,1734.091,6452364.503,1872227.83,4.4196,2,7.202424,-3.255264,525,26.109168,3.62,us-101,1117685142101,Car,20.241768,Car,Car-Car
109843,546,1118848133500,16.855,961.489,6451783.525,1872736.739,4.4196,2,3.048,0.0,540,16.410432,5.38,us-101,1117685114401,Car,11.914632,Car,Car-Car
110601,579,1118848144200,13.519,1134.645,6451916.318,1872625.589,1.9812,1,13.277088,2.859024,546,5.733288,0.43,us-101,1117685125101,Car,1.3644879999999997,Motorcycle,Car-Motorcycle
111441,546,1118848136600,18.771,994.787,6451807.398,1872713.448,4.4196,2,3.605784,0.0,540,14.755368,4.09,us-101,1117685117501,Car,10.259567999999998,Car,Car-Car
114547,543,1118849077400,28.617,1842.408,6452443.425,1872144.815,5.0292,2,9.17448,-0.505968,546,20.07108,2.19,us-101,1117686058301,Car,15.702279999999998,Car,Car-Car
114974,546,1118849065300,29.914,1474.252,6452165.381,1872386.305,4.8768,2,13.716,0.0,541,16.117824000000002,1.18,us-101,1117686046201,Car,11.545824000000003,Car,Car-Car
115822,546,1118847118900,39.953,318.16,6451317.874,1873123.326,3.81,2,8.287512000000001,0.8717280000000001,545,14.999208,1.81,us-101,1117684099801,Car,10.173208,Car,Car-Car
117004,546,1118848114600,17.926,840.425,6451691.794,1872815.904,4.4196,2,3.133344,0.018288,540,16.050768,5.12,us-101,1117685095501,Car,11.554968000000002,Car,Car-Car
117571,543,1118849070200,29.354,1618.767,6452274.605,1872291.339,5.0292,2,10.91184,-1.408176,546,15.25524,1.4,us-101,1117686051101,Car,10.88644,Car,Car-Car
117756,543,1118849087200,31.086,2092.739,6452633.862,1871980.66,5.0292,2,7.854696000000001,-0.8717280000000001,546,19.394424,2.47,us-101,1117686068101,Car,15.025624,Car,Car-Car
118652,546,1118849065500,29.896,1483.25,6452172.15,1872380.375,4.8768,2,13.719048,0.085344,541,15.974568,1.16,us-101,1117686046401,Car,11.402568,Car,Car-Car
121447,543,1118849085000,30.935,2040.169,6452593.128,1872014.066,5.0292,2,6.7056,0.0,546,16.693896000000002,2.49,us-101,1117686065901,Car,12.325096000000002,Car,Car-Car
122403,546,1118848165200,17.436,1798.266,6452413.255,1872185.572,4.4196,2,3.048,0.0,525,17.105376,5.61,us-101,1117685146101,Car,11.237976,Car,Car-Car
122678,551,1118849030400,25.772,157.857,6451190.032,1873273.53,18.1356,3,9.7536,0.0,546,26.764488000000004,2.74,us-101,1117686011301,Car,22.395688000000003,Heavy Vehicle,Car-Heavy Vehicle
126126,546,1118848125300,16.678,920.088,6451752.432,1872764.225,4.4196,2,1.524,0.0,540,12.911328,8.47,us-101,1117685106201,Car,8.415528000000002,Car,Car-Car
126936,556,1118848137100,19.035,952.467,6451775.286,1872741.012,3.6576,2,3.048,0.0,546,14.700504,4.82,us-101,1117685118001,Car,10.331704,Car,Car-Car
126955,556,1118848121800,19.37,867.53,6451711.203,1872796.908,3.6576,2,3.419856,-3.105912,546,8.851392,2.59,us-101,1117685102701,Car,4.482592,Car,Car-Car
127659,546,1118849071600,29.412,1718.292,6452349.073,1872226.044,4.8768,2,10.664952,-0.006096,541,16.279367999999998,1.53,us-101,1117686052501,Car,11.707368,Car,Car-Car
130173,546,1118849044100,29.217,615.558,6451519.67,1872952.657,4.8768,2,6.1722,1.79832,541,17.757648,2.88,us-101,1117686025001,Car,13.185648,Car,Car-Car
131393,556,1118848146900,19.837,1129.957,6451908.632,1872623.905,3.6576,2,9.150096,-0.0762,546,35.98164,3.93,us-101,1117685127801,Car,31.61284,Car,Car-Car
131904,546,1118847132600,39.834,931.181,6451775.973,1872712.857,3.81,2,15.538704,-0.03048,545,21.668232000000003,1.39,us-101,1117684113501,Car,16.842232000000003,Car,Car-Car
134499,546,1118848152800,18.917,1477.756,6452171.125,1872395.898,4.4196,2,10.698480000000002,-0.618744,525,47.722536,4.46,us-101,1117685133701,Car,41.855136,Car,Car-Car
135567,546,1118848180800,17.279,2091.569,6452637.317,1871995.658,4.4196,2,10.634472,-0.5334,0,0.0,0.0,us-101,1117685161701,,,Car,
135888,546,1118848146300,19.168,1227.011,6451982.165,1872560.642,4.4196,2,10.668,0.0,579,0.704088,0.07,us-101,1117685127201,Car,-3.156712,Car,Car-Car
137762,546,1118849058000,29.617,1141.432,6451915.014,1872605.375,4.8768,2,13.716,0.0,541,14.73708,1.07,us-101,1117686038901,Car,10.16508,Car,Car-Car
139971,546,1118847136100,40.398,1119.108,6451917.333,1872589.056,3.81,2,16.447008,-1.536192,545,22.195536,1.35,us-101,1117684117001,Car,17.369536,Car,Car-Car
140523,546,1118848087800,17.066,103.243,6451155.633,1873324.04,4.4196,2,6.096,0.0,540,16.986504,2.79,us-101,1117685068701,Car,12.490704,Car,Car-Car
140542,546,1118847146400,40.042,1728.641,6452376.092,1872187.709,3.81,2,18.964656,0.5334,545,27.37104,1.44,us-101,1117684127301,Car,22.54504,Car,Car-Car
141620,546,1118849062200,29.565,1334.696,6452060.447,1872478.225,4.8768,2,13.661136,-0.509016,541,15.05712,1.1,us-101,1117686043101,Car,10.485120000000002,Car,Car-Car
142329,562,1118847124400,39.986,418.767,6451391.993,1873053.892,4.8768,2,10.024872,1.31064,546,29.852112,2.98,us-101,1117684105301,Car,25.483312,Car,Car-Car
143586,556,1118848114800,19.717,785.792,6451649.582,1872850.605,3.6576,2,4.572,0.0,546,17.279112,3.78,us-101,1117685095701,Car,12.910312,Car,Car-Car
144528,556,1118848119100,18.572,837.986,6451689.536,1872817.03,3.6576,2,3.3985200000000004,0.006096,546,13.142976,3.87,us-101,1117685100001,Car,8.774175999999999,Car,Car-Car
145655,556,1118848114100,19.783,775.292,6451641.648,1872857.483,3.6576,2,4.572,0.0,546,18.291048,4.0,us-101,1117685095001,Car,13.922248,Car,Car-Car
145775,562,1118847134400,41.855,850.754,6451713.983,1872764.515,4.8768,2,15.243048,-0.039624,546,53.76672000000001,3.53,us-101,1117684115301,Car,49.397920000000006,Car,Car-Car
146895,556,1118848116400,19.267,807.186,6451665.95,1872836.835,3.6576,2,4.108704,-0.21336,546,15.617952,3.8,us-101,1117685097301,Car,11.249152,Car,Car-Car
147227,543,1118849071800,29.39,1673.7,6452316.055,1872255.361,5.0292,2,9.790176,0.405384,546,15.724632,1.61,us-101,1117686052701,Car,11.355832,Car,Car-Car
147664,546,1118848140600,19.187,1055.442,6451852.872,1872673.341,4.4196,2,5.224272,-0.103632,540,18.02892,3.45,us-101,1117685121501,Car,13.53312,Car,Car-Car
149223,546,1118848088900,16.914,125.262,6451170.451,1873307.774,4.4196,2,6.504432,3.3223200000000004,540,18.8976,2.91,us-101,1117685069801,Car,14.4018,Car,Car-Car
150370,546,1118848146100,19.178,1220.01,6451976.894,1872565.248,4.4196,2,10.668,0.0,540,21.851112,2.05,us-101,1117685127001,Car,17.355312,Car,Car-Car
150746,546,1118847151400,43.366,2053.758,6452622.875,1871973.774,3.81,2,19.790664000000003,-1.895856,0,0.0,0.0,us-101,1117684132301,,,Car,
153651,546,1118849041500,29.222,564.426,6451481.522,1872986.766,4.8768,2,6.016751999999999,0.118872,541,13.118592,2.18,us-101,1117686022401,Car,8.546592,Car,Car-Car
154345,546,1118849058500,29.651,1163.932,6451931.957,1872590.57,4.8768,2,13.716,0.0,541,14.64564,1.07,us-101,1117686039401,Car,10.07364,Car,Car-Car
156593,546,1118848128300,16.699,928.625,6451758.8,1872758.595,4.4196,2,0.0,0.0,540,11.682984,9999.99,us-101,1117685109201,Car,7.187183999999999,Car,Car-Car
156675,556,1118848089900,18.238,87.381,6451144.126,1873335.093,3.6576,2,6.9067680000000005,2.31648,546,19.068288000000003,2.76,us-101,1117685070801,Car,14.699488000000002,Car,Car-Car
157725,546,1118848166000,17.474,1806.266,6452419.297,1872180.328,4.4196,2,3.048,0.0,525,15.980664,5.24,us-101,1117685146901,Car,10.113264,Car,Car-Car
158375,546,1118847142600,41.909,1491.346,6452196.411,1872343.04,3.81,2,18.675096000000003,-0.7924800000000001,545,27.035760000000003,1.45,us-101,1117684123501,Car,22.209760000000003,Car,Car-Car
159328,556,1118848125300,19.355,887.579,6451726.254,1872783.687,3.6576,2,1.5057120000000002,-0.179832,546,9.909048,6.58,us-101,1117685106201,Car,5.540248,Car,Car-Car
161461,562,1118847123500,39.39,390.92,6451371.923,1873073.198,4.8768,2,9.140952,0.0,546,26.450544,2.89,us-101,1117684104401,Car,22.081744,Car,Car-Car
162287,556,1118848124900,19.35,885.578,6451724.756,1872785.012,3.6576,2,1.524,0.0,546,9.909048,6.5,us-101,1117685105801,Car,5.540248,Car,Car-Car
163639,546,1118849033500,28.817,351.319,6451324.469,1873132.439,4.8768,2,10.539984,0.0,541,14.118336,1.34,us-101,1117686014401,Car,9.546336,Car,Car-Car
163782,546,1118849038400,29.782,499.196,6451432.493,1873030.444,4.8768,2,7.805928000000001,-3.41376,541,10.143744000000002,1.3,us-101,1117686019301,Car,5.571744000000002,Car,Car-Car
164746,562,1118847148200,42.637,1685.229,6452341.52,1872215.055,4.8768,2,19.808952,0.0,546,47.83836,2.41,us-101,1117684129101,Car,43.46956,Car,Car-Car
164830,546,1118848123900,16.661,913.088,6451747.187,1872768.861,4.4196,2,1.524,0.0,540,13.072872,8.58,us-101,1117685104801,Car,8.577072000000001,Car,Car-Car
165950,546,1118848179900,18.21,2061.891,6452613.564,1872013.823,4.4196,2,7.766304000000001,3.41376,525,27.489912,3.54,us-101,1117685160801,Car,21.622512,Car,Car-Car
167037,546,1118849083700,32.026,2068.221,6452614.18,1871995.494,4.8768,2,6.096,0.0,541,12.98448,2.13,us-101,1117686064601,Car,8.412480000000002,Car,Car-Car
167651,556,1118848150400,19.892,1244.513,6451994.852,1872548.563,3.6576,2,10.668,0.0,546,42.251376,3.96,us-101,1117685131301,Car,37.882576,Car,Car-Car
167652,551,1118849041900,29.776,516.216,6451445.018,1873018.91,18.1356,3,7.690104000000001,-2.779776,546,17.108424000000003,2.22,us-101,1117686022801,Car,12.739624000000005,Heavy Vehicle,Car-Heavy Vehicle
167936,546,1118849038700,29.238,506.416,6451438.155,1873025.966,4.8768,2,7.1841360000000005,-0.36576,541,10.229088,1.42,us-101,1117686019601,Car,5.657088000000001,Car,Car-Car
168494,543,1118849065700,33.037,1443.148,6452140.041,1872404.328,5.0292,2,12.810744,-0.088392,546,14.971776,1.17,us-101,1117686046601,Car,10.602976,Car,Car-Car
168977,546,1118848115200,17.744,846.503,6451696.474,1872812.03,4.4196,2,3.084576,0.33528,540,16.026384,5.2,us-101,1117685096101,Car,11.530584,Car,Car-Car
169022,543,1118849075400,28.392,1782.207,6452398.112,1872184.143,5.0292,2,9.144,0.0,546,20.028408,2.19,us-101,1117686056301,Car,15.659608,Car,Car-Car
169226,551,1118849042500,29.585,529.643,6451455.258,1873009.768,18.1356,3,6.397752,1.115568,546,16.635984,2.6,us-101,1117686023401,Car,12.267184,Heavy Vehicle,Car-Heavy Vehicle
174550,546,1118849055100,29.653,1014.542,6451819.328,1872688.659,4.8768,2,12.429744,0.265176,541,16.736568,1.35,us-101,1117686036001,Car,12.164568,Car,Car-Car
174584,556,1118848174000,17.839,1856.387,6452456.901,1872147.369,3.6576,2,6.096,0.0,546,18.665952,3.06,us-101,1117685154901,Car,14.297152,Car,Car-Car
